111	0	1	1	145.289855
111	0	1	2	144.240605
111	0	1	3	144.925187
111	0	1	4	157.738906
111	0	1	5	161.875796
111	0	1	6	158.279091
111	0	1	7	159.588422
111	0	1	8	158.950634
111	0	1	9	157.769478
111	0	1	10	116.600874
111	0	1	11	116.796912
111	0	1	12	116.093612
111	0	1	13	117.900517
111	0	1	14	116.034111
111	0	1	15	116.897342
111	0	1	16	116.055456
111	0	1	17	116.603504
111	0	1	18	115.709461
111	0	1	19	115.048057
111	0	1	20	115.164172
111	0	1	21	117.142585
111	0	1	22	116.894184
111	0	1	23	117.396241
111	0	1	24	115.694939
111	0	1	25	117.535428
111	0	1	26	117.110399
111	0	1	27	116.484077
111	0	1	28	116.591639
111	0	1	29	118.267847
111	0	1	30	116.292719
111	0	1	31	119.146685
111	0	2	1	146.915087
111	0	2	2	147.556185
111	0	2	3	143.978837
111	0	2	4	158.124838
111	0	2	5	160.501523
111	0	2	6	157.068107
111	0	2	7	158.120039
111	0	2	8	160.899625
111	0	2	9	162.297532
111	0	2	10	117.210970
111	0	2	11	116.863402
111	0	2	12	116.300405
111	0	2	13	115.093236
111	0	2	14	116.082307
111	0	2	15	115.229104
111	0	2	16	115.668563
111	0	2	17	114.953792
111	0	2	18	115.953009
111	0	2	19	114.967613
111	0	2	20	116.572886
111	0	2	21	113.615712
111	0	2	22	115.877684
111	0	2	23	115.911027
111	0	2	24	115.262847
111	0	2	25	117.224597
111	0	2	26	115.982251
111	0	2	27	115.228069
111	0	2	28	115.785105
111	0	2	29	117.587610
111	0	2	30	115.519608
111	0	2	31	115.470695
111	0	3	1	148.111809
111	0	3	2	144.397995
111	0	3	3	144.761613
111	0	3	4	155.885818
111	0	3	5	159.307163
111	0	3	6	158.381662
111	0	3	7	158.298831
111	0	3	8	160.089470
111	0	3	9	161.520132
111	0	3	10	116.923445
111	0	3	11	115.059549
111	0	3	12	116.183579
111	0	3	13	118.578222
111	0	3	14	115.871041
111	0	3	15	94.064459
111	0	3	16	117.450421
111	0	3	17	113.369571
111	0	3	18	118.634757
111	0	3	19	117.282236
111	0	3	20	118.022849
111	0	3	21	117.442001
111	0	3	22	116.739260
111	0	3	23	116.416980
111	0	3	24	116.276982
111	0	3	25	115.698536
111	0	3	26	114.665502
111	0	3	27	116.852085
111	0	3	28	115.708814
111	0	3	29	117.485838
111	0	3	30	116.952842
111	0	3	31	116.484325
111	0	4	1	148.004718
111	0	4	2	145.402833
111	0	4	3	147.041161
111	0	4	4	165.919913
111	0	4	5	167.087657
111	0	4	6	162.016008
111	0	4	7	159.056658
111	0	4	8	160.952692
111	0	4	9	159.576766
111	0	4	10	116.340335
111	0	4	11	115.571908
111	0	4	12	116.674755
111	0	4	13	117.023073
111	0	4	14	115.094236
111	0	4	15	117.491620
111	0	4	16	111.480171
111	0	4	17	116.871647
111	0	4	18	117.514876
111	0	4	19	117.123691
111	0	4	20	117.714008
111	0	4	21	118.521284
111	0	4	22	117.065441
111	0	4	23	116.728938
111	0	4	24	119.071553
111	0	4	25	117.528362
111	0	4	26	118.466908
111	0	4	27	118.670705
111	0	4	28	118.807844
111	0	4	29	118.993326
111	0	4	30	118.743066
111	0	4	31	117.943769
111	0	5	1	145.591839
111	0	5	2	148.838262
111	0	5	3	147.239689
111	0	5	4	161.742126
111	0	5	5	162.600330
111	0	5	6	161.709732
111	0	5	7	162.343889
111	0	5	8	161.013082
111	0	5	9	159.911778
111	0	5	10	116.282231
111	0	5	11	115.549244
111	0	5	12	117.299538
111	0	5	13	116.035575
111	0	5	14	115.553759
111	0	5	15	115.691784
111	0	5	16	117.718527
111	0	5	17	117.736395
111	0	5	18	116.368400
111	0	5	19	117.801535
111	0	5	20	116.987659
111	0	5	21	118.892427
111	0	5	22	116.156358
111	0	5	23	118.456919
111	0	5	24	117.154941
111	0	5	25	116.964383
111	0	5	26	115.198569
111	0	5	27	117.332894
111	0	5	28	115.390962
111	0	5	29	118.499486
111	0	5	30	116.012389
111	0	5	31	117.846937
111	0	6	1	141.403369
111	0	6	2	144.369989
111	0	6	3	145.265640
111	0	6	4	159.595573
111	0	6	5	159.175509
111	0	6	6	159.637650
111	0	6	7	161.158452
111	0	6	8	157.175933
111	0	6	9	158.941358
111	0	6	10	114.367053
111	0	6	11	113.000877
111	0	6	12	116.411116
111	0	6	13	115.602226
111	0	6	14	117.042744
111	0	6	15	115.201141
111	0	6	16	118.558616
111	0	6	17	117.300498
111	0	6	18	117.342915
111	0	6	19	117.253504
111	0	6	20	118.883144
111	0	6	21	114.785835
111	0	6	22	119.774567
